DATE,GBRT,Market
2015-04-30,0.025595042888132635,0.009785485519242413
2015-05-29,0.018206698633623692,0.003724567834915793
2015-06-30,-0.026651991343401737,-0.013321998981004649
2015-07-31,-0.05637223421903114,-0.03149473508775576
2015-08-31,-0.029973835474310335,-0.05201892882980832
2015-09-30,-0.05492993106925733,-0.05602581569140104
2015-10-30,0.0710741991414743,0.05289810682524532
2015-11-30,0.03252550659827288,0.005814584825476513
2015-12-31,-0.06347823535978633,-0.04105511619353049
2016-01-29,-0.09435048797435008,-0.0846268116533992
2016-02-29,-0.015294196899652173,0.00535291688228961
2016-03-31,0.0798059813157068,0.08006501682296195
2016-04-29,0.04818561827145358,0.04221054752042956
2016-05-31,0.0007054966258721294,-0.002439424546962774
2016-06-30,0.026564680425834798,0.0020134424633558136
2016-07-29,0.06131531456690139,0.051428942997565355
2016-08-31,-0.009066343467957743,0.013776326469704012
2016-09-30,0.021969666429505298,0.013934357773240966
2016-10-31,-0.0637372152565371,-0.04650107858091332
2016-11-30,0.0784162106378092,0.058478587193055966
2016-12-30,-0.001873585353697183,0.016062655569937957
2017-01-31,0.061061997345694195,0.025123841138519915
2017-02-28,-0.010513531388204222,0.01614049406781339
2017-03-31,-0.003789855142756184,0.005614156547604958
2017-04-28,-0.03264438263368607,0.0018257244756419912
2017-05-31,-0.046305045102821865,-0.016942941641838814
2017-06-30,0.03915323483527336,0.023789441437235163
2017-07-31,0.012908740688204221,0.006325001826484436
2017-08-31,-0.02066125787898652,-0.012113897088824427
2017-09-29,0.06181451292816901,0.05058009749109924
2017-10-31,0.005917034224514992,-0.001043874724561337
2017-11-30,0.011725804657989954,0.02046592197113558
2017-12-29,0.023214495957719298,0.011609169350530971
2018-01-31,0.04636877467350877,0.026891781153113675
2018-02-28,-0.05841083775936952,-0.04230076861086444
2018-03-29,-0.014191895963986012,0.0005704266199344513
2018-04-30,0.012836169829071802,0.008256547002099506
2018-05-31,0.0466614983402802,0.03764023222042577
2018-06-29,-0.016110565124518385,0.0022229015717773683
2018-07-31,-0.002294236979965155,0.0038559100512685065
2018-08-31,0.014850180698086956,0.02194236987184079
2018-09-28,-0.017788241346361557,-0.015387111118558967
2018-10-31,-0.09703862534305555,-0.09211010015752139
2018-11-30,-0.04723900442443674,-0.002686354882586433
2018-12-31,-0.13470542387130435,-0.11242608689117399
2019-01-31,0.17280377769094077,0.12631361110412395
2019-02-28,0.043969737917452005,0.04201210076078416
2019-03-29,-0.003976078818388791,-0.008839161058759057
2019-04-30,0.005753034824868651,0.01905379082765143
2019-05-31,-0.08121224715898777,-0.07276443703538114
2019-06-28,0.04412517557170138,0.04694823390819622
2019-07-31,-0.017496013387847224,-0.0073450193152769265
2019-08-30,-0.04908456946280276,-0.046794458076758014
2019-09-30,0.010195195725739131,0.017046812663528664
2019-10-31,0.005437868480729162,0.001749010888983337
2019-11-29,0.00482952985069444,0.02647138580521067
2019-12-31,0.08193629014315423,0.04393170291351249
2020-01-31,-0.012912419212824955,-0.020055628396978095
2020-02-28,-0.10513221343875431,-0.07885938013895635
2020-03-31,-0.25655822471882556,-0.22717658667106946
2020-04-30,0.3139281875783362,0.164328552797331
2020-05-29,0.05531574212829861,0.06439434608506923
2020-06-30,0.11257687037756521,0.057995076435779926
2020-07-31,0.05239078094055459,0.03614514922851726
2020-08-31,0.0212544382097291,0.036939511124653976
2020-09-30,-0.02781475499261168,-0.031974020400642934
2020-10-30,-0.01066442120819112,0.0006202971508665554
2020-11-30,0.19902166939138513,0.185720788628036
2020-12-31,0.0778650208587074,0.07371358775248539
2021-01-29,0.16242276834543948,0.07491896440608053
2021-02-26,0.0719827656490164,0.07283521677212088
2021-03-31,-0.022641403430681818,0.006969154398960449
2021-04-30,-0.018669391704451508,0.010628256209256842
2021-05-28,0.021640792238664594,0.010457057676188068
2021-06-30,0.033251912675766875,0.0215308659881415
2021-07-30,-0.06096411500758724,-0.042465512681201925
2021-08-31,0.025852361624850297,0.017046151028509062
2021-09-30,-0.033248613951411585,-0.0312572468963817
2021-10-29,0.02720816438626292,0.021737161993352107
2021-11-30,-0.08394317761622806,-0.05453166452262805
